Unnamed: 0,created_at,id,text,user_location
464,Sun Jan 02 04:35:52 +0000 2022,1477498855705001987,RT @AmoneyResists: @mtgreenee .@TwitterSafety This disgusting ghoul uses her platform to spread DEADLY DISINFORMATION about COVID &amp; vaccine…,"Milton, Ontario"
496,Sun Jan 02 04:35:54 +0000 2022,1477498864659804167,"@MsEntropy More Nazi analogies to public health measures like vaccines and masking from #antivaxxers; the #COVID deniers who've helped keep the pandemic going and helped kill over 800,000 people in the US? @cward1e @jaredholt @drericding @Laurie_Garrett @NickSawyerMD Reposting them =disinfo","Washington, D.C."
620,Sun Jan 02 04:36:03 +0000 2022,1477498903800987648,"RT @doctor_oxford: As the NHS scrambles with tents &amp; portakabins to create Covid surge capacity, never forget that since 2010, the NHS has…","Gosberton, England"
630,Sun Jan 02 04:36:00 +0000 2022,1477498888273735685,"The mum-of-three believes Long Covid is ""the biggest mass disability event in history"" having been left wheelchair-bound by the condition
https://t.co/BymN8NCjVQ","Derby, UK"
677,Sun Jan 02 04:36:03 +0000 2022,1477498903247429636,"@CROSlKE @bmb_dan u too, i hope u understood my point and understood the concept of the COVID vaccine a little better, hope your fam recovered well",reading tg
689,Sun Jan 02 04:36:00 +0000 2022,1477498888328208385,The following plan will highlight the simple way you can entice people towards work-from-home business https://t.co/vl1hv6pPcX https://t.co/4RA6uV3ev2,"London, England"
690,Sun Jan 02 04:36:00 +0000 2022,1477498888214953985,"The mum-of-three believes Long Covid is ""the biggest mass disability event in history"" having been left wheelchair-bound by the condition
https://t.co/LsQU4QIvSB","Chelmsford, Essex"
725,Sun Jan 02 04:36:04 +0000 2022,1477498906938425344,"RT @pervocracy: Okay, I'm a nurse and this is my FINAL WORD thread on ""we should refuse treatment to the unvaccinated!"" Because hey, I'm an…","Glasgow, Scotland"
766,Sun Jan 02 04:36:06 +0000 2022,1477498915767345153,"RT @DrJBhattacharya: ""Since 2020 – the start of the pandemic – Children’s has seen a 50% increase in the number of children requiring hospi…",Bristol
779,Sun Jan 02 04:36:08 +0000 2022,1477498923350691843,"RT @Azodoh: The smoking gun on the lethal, toxic, poisonous and harmful effect of the mRNA vaccines. https://t.co/yuul5Cut6Q",United Kingdom
822,Sun Jan 02 04:36:09 +0000 2022,1477498927561818113,@CarolineCoramUK Perhaps there are people coming home from their winter/xmas break in sunnier locations before the next lockdown is imposed on Wednesday,Southport U.K.
843,Sun Jan 02 04:36:07 +0000 2022,1477498917654867971,"RT @WWECreative_ish: WWE: we're taking Covid seriously
Also @WWE: thirty men potentially in one ring at the same time
#WWEDay1","Derby, England "
920,Sun Jan 02 04:36:12 +0000 2022,1477498940744425473,RT @ElphinstoneJack: Sage expert Professor Susan Michie has backed Nicola Sturgeon’s decision to retain the ten-day isolation period for ho…,Scotland
967,Sun Jan 02 04:36:18 +0000 2022,1477498964333277185,"RT @Dr2NisreenAlwan: The ‘live with the virus’ folk keep comparing covid to the common cold, but there are plenty, yes plenty, of other vir…","#OLSX London, United Kingdom"
1039,Sun Jan 02 04:36:23 +0000 2022,1477498984574955520,@mtgreenee You’re fully vaxxed and boosted and I don’t know what dreamland you’re describing but we were not “all treated equally” before COVID and people who don’t get vaccinated are not the victims of prejudice. They choose not to get vaxxed because they are dumb enough to listen to you.,"Warwick, RI"
1207,Sun Jan 02 04:36:29 +0000 2022,1477499013033246720,"🇫🇷🗼  Paris mandates outdoor mask wearing amid COVID surge  🗼🇫🇷

https://t.co/MDjrp9vDB9",New England
1266,Sun Jan 02 04:36:36 +0000 2022,1477499039927128067,"RT @seosmmworld1: Google 5star Reviews🔥
https://t.co/PCtrFSrrHd
#MachineLearning #DataScience #Python #AI #100DaysOfCode #IoT #flutter #jav…","Leicester, England"
1299,Sun Jan 02 04:36:33 +0000 2022,1477499028552228866,@SageHillfarms Hope it goes soon. In the UK you have to wait till 28 days after you first came down with covid symptoms (or a positive test if none) so I still have a few days to wait. I don't even feel recovered yet so being knocked back again does not appeal 😦,"NW England, Europe"
1326,Sun Jan 02 04:36:37 +0000 2022,1477499044796715014,"RT @LarderTraining: Despite the many hurdles of Covid-19, The Larder has had an incredible year. 

We are excited for what 2022 brings and…","Scotland, United Kingdom"
1365,Sun Jan 02 04:36:39 +0000 2022,1477499053789388800,"@Conservatives MAKE HIM REPAY IN FULL! 

Billionaire @RishiSunak &amp; @Borisjohnson  #Discriminated against 3.8 Million Taxpayers &amp; Voters

Hold #Sunak #Johnson @michaelgove to Account

@1922_Committee 
#ToryCorruption 
 #torysleeze
#ToryLies 
@UKLabour 

https://t.co/ueRvAZRsR7 https://t.co/joX63D5d4e",South London
1403,Sun Jan 02 04:36:42 +0000 2022,1477499064388399106,"RT @doctor_oxford: As the NHS scrambles with tents &amp; portakabins to create Covid surge capacity, never forget that since 2010, the NHS has…","East Sussex, England"
1446,Sun Jan 02 04:36:44 +0000 2022,1477499072462286851,Healthcare workers say some COVID-19 patients and their families are demanding unapproved therapies https://t.co/AYnaUruJBO,New England  NorCal
1448,Sun Jan 02 04:36:43 +0000 2022,1477499067739611136,RT @chungk1031: My toughest #COVID loss this week was a fully vaccinated+boosted pt my age (with young kids) who was immunosuppressed due t…,Somerset
1470,Sun Jan 02 04:36:45 +0000 2022,1477499079764713478,"RT @reedgalen: .@RonDeSantisFL has had a lot of private moments lately. If he wants his privacy, he should announce his retirement from off…","Milton, Ontario"
1506,Sun Jan 02 04:36:46 +0000 2022,1477499080771350531,"RT @Nicole_Lee_Sch: Alpha: COVID is a serious threat to everyone
Delta: we need to get back to normal, don't worry only the most vulnerable…","South Devon, UK"
1539,Sun Jan 02 04:36:47 +0000 2022,1477499087318564864,"RT @ChrisPDuck: @Conservatives MAKE HIM REPAY IN FULL! 

Billionaire @RishiSunak &amp; @Borisjohnson  #Discriminated against 3.8 Million Taxpay…",South London
1558,Sun Jan 02 04:36:48 +0000 2022,1477499091290578944,"RT @DwayneDavidPaul: This will sound like hyperbole, but it's not: As the most powerful opponent of waiving vaccine patents, Bill Gates has…",Scotland & Finland & Spain
1573,Sun Jan 02 04:36:49 +0000 2022,1477499094142636032,Plot spoiler: The Edinburgh fireworks were cancelled. 🤣 https://t.co/LEHxS9dCc5,"New Abbey, near Dumfries"
1585,Sun Jan 02 04:36:50 +0000 2022,1477499098022522885,I hope the only negative things in your life for 2022 is your covid test results 😷 #HappyNewYear,https://cash.app/$jasoncoldham
1769,Sun Jan 02 04:36:57 +0000 2022,1477499128234098688,"@scottking202 I think the nightingale’s should be used for the unvaccinated to use their excellent immune systems.  

Not refusing treatment but not taking hospital beds from non covid care and not ICU beds

Only exception would be kids and pregnant women

Harsh but fair I think",Wales
1829,Sun Jan 02 04:37:00 +0000 2022,1477499142041739266,"@Chris34883890 This is not a good sign at all. What is the point of lockdown after 10pm, besides the start of removing our freedom.","Central Elgin, Ontario"
1879,Sun Jan 02 04:37:03 +0000 2022,1477499153689325570,RT @Sandyboots2020: Nobody is safe until we are all safe. Please sign x,north london
1920,Sun Jan 02 04:37:02 +0000 2022,1477499149012463618,"Union leader says Ontario teachers feel like they’re being used to create herd immunity"" with return to school plan https://t.co/ggrd2VFSGS via @cp24",Richmond BC
1941,Sun Jan 02 04:37:05 +0000 2022,1477499162476302339,RT @ErinSandersNP: The fact that we are 2 years into this pandemic and the significant risk of profound disability has STILL not been commu…,"England, United Kingdom"
2008,Sun Jan 02 04:37:12 +0000 2022,1477499191928795137,"@Sam29839790 @JRobGW @JackLombardi Begs the question for why the credentials of Dr Malone, who did no clinical (read: on patients) research on any mRNA vaccine let alone this one, should be taken above those of a plethora of physicians and scientists more directly involved in it vouching for its safety.",The Bellevue-Stratford Hotel
2061,Sun Jan 02 04:37:13 +0000 2022,1477499196269744129,"RT @JJKALE2: The NY Times is reporting that Australia has the FASTEST growing COVID outbreak in the world right now.

HAPPY NEW YEAR to all…","Canberra, Guerilla Bay, London"
2078,Sun Jan 02 04:37:10 +0000 2022,1477499183993335808,"RT @ElectionWiz: Dr. Malone on the #GreatReset: ""They're proud of it. They don't hide it. This is the vision. This is a full-on globalist t…","washington,dc area"
2080,Sun Jan 02 04:37:13 +0000 2022,1477499195816882181,"@PhilSJonas Get well soon @PhilSJonas, fell ill whilst on holiday, thankfully not covid.",Sheffield
2122,Sun Jan 02 04:37:16 +0000 2022,1477499208403927040,"Also, to all the #COVIDIOTS and #antivaxxer #antivaxxerdick out there, a friendly reminder https://t.co/zIjCgXowsZ","Taunton, UK"
2163,Sun Jan 02 04:37:22 +0000 2022,1477499234278690828,"BREAKING: India reports 27,533 fresh Covid cases, 284 deaths; active cases at 1,22,801 https://t.co/NzuUTbKxpZ",United Kingdom
2175,Sun Jan 02 04:37:19 +0000 2022,1477499222178021376,"RT @cathmckenna: Two. Years. Ago.

Let's hope we learned some lessons.","Washington, D.C."
2190,Sun Jan 02 04:37:20 +0000 2022,1477499225378222081,For this &amp; for covid deaths caused by willful misinformation. https://t.co/Mbaiy1UI5U,Washington
2311,Sun Jan 02 04:37:25 +0000 2022,1477499243950657536,RT @SoloPocono2: How TERRIBLE!  The Govt providing FOOD?  DANG Commies!  Their 1.4 BILLION people obviously need to learn from US! Over 850…,"Gillingham,UK"
2319,Sun Jan 02 04:37:31 +0000 2022,1477499269271760899,RT @thelocalhealth: Introducing RAT Tracker—a citizen-powered tool for anonymous reporting of rapid antigen test results for Toronto studen…,"Hamilton, Ontario"
2339,Sun Jan 02 04:37:30 +0000 2022,1477499268441194500,"RT @GodNotDog: Not answering #Prayers related to #COVID19 this year, pandemic development does not depend on me but in #humans getting a #v…",London UK
2441,Sun Jan 02 04:37:31 +0000 2022,1477499272115408896,"And woe betide the professional classes who have been pampered by furlough or paid to work from home &amp; enjoyed lockdowns as millions lost their livelihoods, standing in our way of bringing the perps to justice at #Nuremberg2",Monmouthshire
2468,Sun Jan 02 04:37:33 +0000 2022,1477499280751566849,"RT @CBonkosky: @denise_dewald Covid is airborne. Normal cleaning procedures are more than adequate. Better HVAC filtration, more outside ai…","Charleston, SC"
2503,Sun Jan 02 04:37:37 +0000 2022,1477499294836011013,"RT @doctor_oxford: As the NHS scrambles with tents &amp; portakabins to create Covid surge capacity, never forget that since 2010, the NHS has…","South Devon, UK"
2619,Sun Jan 02 04:37:42 +0000 2022,1477499316516401155,"@F250Roush @moy_barry @TracyMMPohill @Chris_F_Carson @frugalsues @JCDeardeuff @MrTI63257722 @kithercbaby @barryjohnreid21 @Bebert701 @rw_christian @pawley_robert @temple_surly @BuzzKent1776 @wjack76995 @Shared_facts @TwoCoconutHusks @cappsie @dmatt59 @LWSmith15 @ghoppe @GeoffSchuler @mcfunny @BurgerLab12 @ShawnWo78307528 @MdRisette @JustPlaying2Win @JoeCoyle101 @ADevotedYogi @Kathmarval @MRobovsky @SkepticSplinter @JT375043170 @ChrisJohnsonMD @OceanAteMyPhone @groin_hammer @johnnyutah66623 @JSAHolmes @WhoCares011813 @Amber84280581 @SwaledaleMutton @TierraHenson @AnaFuentesHomes @Craig12940777 @Crippsy1969 @bigmack600 @MaureenStroud @nancy41603 @lochard24 Less people than base rate died.

Therefore your data shows the vaccine keeps people alive.

Thanks for helping.",United Kingdom
2677,Sun Jan 02 04:37:43 +0000 2022,1477499321440473092,RT @PoleDoctress: There is a nursing shortage because everyone has covid. There is a blood shortage. There is an IV potassium shortage. We…,"West Chester, OH"
2698,Sun Jan 02 04:37:45 +0000 2022,1477499328151306242,"RT @laworfiction: 𝐀𝐋𝐄𝐑𝐓𝐈𝐍𝐆 𝐀𝐋𝐋 𝐍𝐇𝐒 𝐖𝐎𝐑𝐊𝐄𝐑𝐒 and workers in the health sector.

***  𝐒𝐭𝐚𝐧𝐝 𝐀𝐠𝐚𝐢𝐧𝐬𝐭 𝐌𝐚𝐧𝐝𝐚𝐭𝐨𝐫𝐲 𝐕𝐚𝐜𝐜𝐢𝐧𝐚𝐭𝐢𝐨𝐧 *** 

𝑻𝑬𝑴𝑷𝑳𝑨𝑻𝑬 𝑳𝑬𝑻𝑻𝑬…","Scotland, United Kingdom"
2711,Sun Jan 02 04:37:44 +0000 2022,1477499324644868099,"RT @DrJBhattacharya: ""Since 2020 – the start of the pandemic – Children’s has seen a 50% increase in the number of children requiring hospi…","Scotland, United Kingdom"
2738,Sun Jan 02 04:37:47 +0000 2022,1477499339614343168,"RT @queeralamode: In 2012, the UN predicted that the besieged Gaza Strip would be unlivable by 2020. Well, it’s 2022 now and the Israeli re…","Charleston, SC"
2742,Sun Jan 02 04:37:48 +0000 2022,1477499342856634369,Love Island’s Sharon Gaffka in bid to educate health staff on drink-spiking https://t.co/zpzWXFx7QG,United Kingdom
2796,Sun Jan 02 04:37:47 +0000 2022,1477499338402287626,"RT @DrJBhattacharya: This stunningly ignorant amicus brief, filed by medical organizations in favor of the OSHA vax mandate, is the end of…","Washington, MO"
2851,Sun Jan 02 04:37:54 +0000 2022,1477499367565115394,"RT @RandaltsRandal: It is incomprehensible to me that anyone could have thought Morrison's Barra BBQ photo was appropriate.

Most pensioner…",Cammeraygal land.Never ceded.
2882,Sun Jan 02 04:37:55 +0000 2022,1477499369922482177,"RT @drmeenalviz: To round off 2021, mum and I bumped into an old friend in the street. She told us that she wouldn't take the vaccine &amp; I'm…","Wee Indy Fife, Scotland "
2906,Sun Jan 02 04:37:57 +0000 2022,1477499380630528006,@firedad065 population which means most risks may just seem present because of chance. They've identified most possible risks. Vaccination doesn't have side effects that appear later in life because we know that isn't how vaccines work.,"Battle Creek, MI"
2923,Sun Jan 02 04:37:58 +0000 2022,1477499382350204930,RT @smoss: 🤣 naw im good. Thanks though.,"Nottingham, England"
2994,Sun Jan 02 04:38:00 +0000 2022,1477499391556599811,"The mum-of-three believes Long Covid is ""the biggest mass disability event in history"" having been left wheelchair-bound by the condition
https://t.co/cGRBZ8Pn5I","Chester, UK"
3020,Sun Jan 02 04:38:00 +0000 2022,1477499391594446854,"The mum-of-three believes Long Covid is ""the biggest mass disability event in history"" having been left wheelchair-bound by the condition
https://t.co/XItmSezkO6","Cambridge, UK"
3106,Sun Jan 02 04:38:05 +0000 2022,1477499414696673280,RT @ReeAmilcarScott: The CDC says the mask you put on to hide your true self from the world offers adequate protection from COVID.,"OM = the OtherMelissa, my wife"
3333,Sun Jan 02 04:38:17 +0000 2022,1477499462498938880,"RT @RoseBJackson: Short thread on NSW testing rn: Sam clearly has COVID, positive RAT and heavy symptoms. All the clinics near us closed ex…",Cammeraygal land.Never ceded.
3362,Sun Jan 02 04:38:15 +0000 2022,1477499456937472003,"RT @judytgolf: 🍃🌺🍃 • Covid is terrifying •  🍃🌺🍃

@MikeCompton @taxesuck @DJTisRight @MericanAmy79 @TBruceTrp773 @RestartMIGAs @Mack69Danny…","Hastings, England "
3444,Sun Jan 02 04:38:21 +0000 2022,1477499479016226819,"@talkSPORTDrive Completely agree Ade! Some absolutely moronic comments on here, as ever. Games are being called off due to Covid and these idiots are at the darts, in full view of everyone 🤦‍♂️","Saint Albans, East"
3460,Sun Jan 02 04:38:25 +0000 2022,1477499497903280128,"@RosemaryMcEwen But you see the thing is Covid doesn't care that your patience ha run out,it's got loads of energy left.",Northern Ireland
3463,Sun Jan 02 04:38:26 +0000 2022,1477499500335878146,"@statsjamie It is blatant - ignoring natural immunity, over stating hospital numbers, over testing, downplaying, ignoring and failing to source treatments. Follow the money. About vaccines and control. The vaccine programme gives the state control and “keeps you safe and protects our NHS”",United Kingdom
3484,Sun Jan 02 04:38:26 +0000 2022,1477499502378508289,RT @danielgoyal: Covid has defeated This Government.,"Oldham, England"
3547,Sun Jan 02 04:38:29 +0000 2022,1477499512843390976,"RT @PeterHRatcliffe: Here’s my idea:

Starting January 5 and ending when they go back to sitting, all Ontario MLAs will volunteer full time…","London, Ontario"
3591,Sun Jan 02 04:38:30 +0000 2022,1477499517880569857,RT @RADarkoMD: Every single patient I admitted last night had COVID. Every. Single. One. 💔,University of Washington
3614,Sun Jan 02 04:38:30 +0000 2022,1477499516710535171,"RT @mugecevik: Very interesting analyses about the virology of #Omicron, which may explain the faster spread of this variant.

According to…",Jerusalem
3788,Sun Jan 02 04:38:40 +0000 2022,1477499558569644038,RT @MPeters74: Ford needs to end the restrictions on the unvaccinated now. #covid19on #covid19ontario #NoVaccinePassports #onpoli,new glasgow
3789,Sun Jan 02 04:38:39 +0000 2022,1477499556577222657,RT @SanthoshNanban: Awaiting all payment veriyans. They will come out once you troll Valimai .,Salem
3862,Sun Jan 02 04:38:43 +0000 2022,1477499572318523395,RT @ZackTeitel: Isn't it interesting what you hear when you listen to youth instead of speaking on their behalf?,"Durham, Ontario"
3874,Sun Jan 02 04:38:47 +0000 2022,1477499588919668740,"@sirenamaid You home, did they give you something for the pneumonia?","""Scotland, I'll be back!"""
3889,Sun Jan 02 04:38:44 +0000 2022,1477499575749521412,"RT @sinz54: @denise_dewald Yep. Twice this past year, I was unable to get my regular blood tests done at Quest Diagnostics because they sud…","Charleston, SC"
3939,Sun Jan 02 04:38:48 +0000 2022,1477499594040827908,RT @lx_x_leanne_x_x: @Dr_Ellie How many people could have been saves from the very long list of deathly diseases like cancer if our health…,"Cornwall, UK"
3995,Sun Jan 02 04:38:51 +0000 2022,1477499606732656642,RT @Sandyboots2020: Of course they should! And in primary schools too. Sick of British exceptionalism and pandering to far right cranks.,"England, United Kingdom"
4119,Sun Jan 02 04:38:59 +0000 2022,1477499640085979136,RT @susannareid100: An incredible start to 2022 - so proud of @kategarraway who has worked so hard this year while doing everything to help…,england / colorado
4138,Sun Jan 02 04:38:56 +0000 2022,1477499625791655938,@memesMD @DizziChick25 Party favors for the COVID Pox party?,Washington state
4155,Sun Jan 02 04:38:59 +0000 2022,1477499638534004737,"RT @celtjules66: Covid is “only the flu” until you actually get it.
Then you wake up.
It’s not the fucking flu 🤬","Oldham, England"
4248,Sun Jan 02 04:39:05 +0000 2022,1477499666698809347,Replies to this are unbelievable. https://t.co/zDGecuufjJ,Cambridgeshire
4260,Sun Jan 02 04:39:07 +0000 2022,1477499673589936128,"RT @junekaiser: Union leader says Ontario teachers feel like they’re being used to create herd immunity"" with return to school plan https:/…",Richmond BC C 🍁N🍁D 🍁.🇨🇦
4298,Sun Jan 02 04:39:06 +0000 2022,1477499669047660549,"RT @Dr2NisreenAlwan: We live with smoking but we have rules on bans, adverts, selling, tax.
We live with road accidents but we have traffic…","England, United Kingdom"
4333,Sun Jan 02 04:39:11 +0000 2022,1477499690761560064,"Young Men More Likely to Get Heart Inflammation After Pfizer’s Booster Than COVID-19: Study

https://t.co/ljRN1pfVc7","Brighton, MI"
4388,Sun Jan 02 04:39:09 +0000 2022,1477499682997866499,RT @GrassrootsUK_: This should have happened sooner than now. No ifs no buts!,"South West, England"
